CategoryID,City,Customer Company,Country,EmployeeID,PostalCode,ProductID,ShipperID,SupplierID,Discount,Freight,Quantity,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,Profit,OrderYear,OrderMonth
1,32,87,18,6,44,24,1,10,0.2,50.88,18,100,4.1,20,0,3.6,2004,12
3,32,87,18,6,44,19,1,8,0.2,50.88,35,1,8.5,25,0,38.5,2004,12
5,32,87,18,6,44,56,1,26,0.2,50.88,40,15,39.9,21,10,229.2,2004,12
6,32,87,18,6,44,51,1,24,0.2,50.88,20,10,101.71,20,0,379.4,2004,12
7,32,87,18,6,44,14,1,6,0.2,50.88,30,21,21.46,35,0,33.0,2004,12
2,26,75,7,3,20,72,2,14,0.0,70.9,24,30,11.72,14,0,66.24,2004,12
1,35,69,1,3,81,24,2,10,0.0,64.55,25,100,4.41,20,0,12.75,2004,12
4,35,69,1,3,81,50,2,23,0.0,64.55,25,1,15.13,65,0,39.0,2004,12
6,35,69,1,3,81,29,2,12,0.1,64.55,18,1,133.68,0,0,592.92,2004,12
6,35,69,1,3,81,45,2,21,0.1,64.55,30,100,10.29,5,70,55.5,2004,12
8,35,69,1,3,81,40,2,19,0.0,64.55,20,1,19.35,123,0,60.2,2004,12
3,3,37,5,9,28,49,2,23,0.0,38.53,25,1,19.06,10,60,90.75,2005,1
7,3,37,5,9,28,28,2,12,0.0,38.53,20,1,43.64,26,0,136.6,2005,1
2,41,24,12,8,40,67,2,16,0.0,75.02,30,26,63.32,52,0,516.6,2005,1
2,41,24,12,8,40,53,2,24,0.0,75.02,6,6,66.83,0,0,86.7,2005,1
6,41,24,12,8,40,45,2,21,0.0,75.02,21,100,10.0,5,70,32.76,2005,1
1,57,61,16,9,66,2,2,1,0.0,37.89,12,10,20.5,17,40,51.96,2005,1
2,27,11,8,3,15,65,2,2,0.0,29.87,20,40,9.87,76,0,23.8,2005,1
2,57,61,16,9,66,53,2,24,0.0,37.89,10,6,62.32,0,0,99.4,2005,1
3,57,61,16,9,66,21,2,8,0.0,37.89,12,1,10.75,3,40,23.64,2005,1
3,57,61,16,9,66,61,2,29,0.0,37.89,25,20,26.02,113,0,94.5,2005,1
7,27,11,8,3,15,14,2,6,0.0,29.87,70,21,24.91,35,0,318.5,2005,1
7,46,63,17,8,59,14,2,6,0.1,37.28,20,21,25.49,35,0,102.6,2005,1
3,42,19,11,1,72,62,3,29,0.0,35.9,3,30,31.36,17,0,17.91,2005,1
1,9,20,6,9,18,70,2,7,0.1,66.45,14,15,30.75,15,10,80.78,2005,1
3,9,20,6,9,18,25,2,11,0.1,66.45,18,1,14.77,76,0,70.56,2005,1
2,29,36,6,8,41,39,2,18,0.0,60.12,10,3,64.02,69,0,158.5,2005,1
8,29,36,6,8,41,13,2,6,0.0,60.12,10,25,24.09,24,0,29.8,2005,1
1,69,45,16,1,63,31,3,14,0.1,21.89,60,20,9.03,0,70,90.0,2005,1
2,69,45,16,1,63,72,3,14,0.1,21.89,24,30,10.94,14,0,47.52,2005,1
4,69,45,16,1,63,35,3,16,0.1,21.89,40,14,6.56,20,0,55.6,2005,1
8,69,45,16,1,63,46,3,21,0.0,21.89,45,40,10.83,95,0,79.2,2005,1
1,22,30,4,2,3,31,2,14,0.0,49.89,14,20,7.69,0,70,2.24,2005,1
3,22,30,4,2,3,59,2,28,0.0,49.89,20,105,8.92,79,0,44.6,2005,1
7,20,80,0,4,36,14,1,6,0.0,50.46,35,21,24.33,35,0,138.95,2005,1
4,9,20,6,9,18,43,2,20,0.0,56.09,15,1,11.59,17,10,16.65,2005,2
8,9,20,6,9,18,30,2,13,0.0,56.09,8,1,23.55,10,0,6.72,2005,2
2,24,6,16,1,65,4,3,2,0.15,30.11,15,15,23.86,53,0,67.8,2005,2
2,24,6,16,1,65,8,3,3,0.15,30.11,10,20,21.97,6,0,58.3,2005,2
7,24,6,16,1,65,7,3,3,0.15,30.11,50,40,42.48,15,0,468.5,2005,2
3,41,51,12,3,37,21,2,8,0.0,30.11,10,1,10.14,3,40,13.6,2005,2
8,41,51,12,3,37,37,2,17,0.0,30.11,1,21,4.37,11,50,0.94,2005,2
3,52,54,4,2,2,49,2,23,0.0,48.38,24,1,18.95,10,60,84.48,2005,2
3,52,54,4,2,2,60,2,28,0.0,48.38,40,53,5.12,19,0,27.2,2005,2
1,24,6,16,1,65,75,3,12,0.0,40.04,50,1,7.37,125,0,38.0,2005,2
2,24,6,16,1,65,65,3,2,0.0,40.04,39,40,11.0,76,0,90.48,2005,2
3,24,6,16,1,65,20,3,8,0.0,40.04,39,1,88.03,40,0,918.06,2005,2
5,24,6,16,1,65,56,3,26,0.0,40.04,70,15,38.21,21,10,282.8,2005,2
7,24,6,16,1,65,28,3,12,0.0,40.04,35,1,46.23,26,0,329.7,2005,2
5,27,11,8,9,15,42,2,20,0.0,78.18,20,1,14.57,26,0,72.4,2005,2
8,27,11,8,9,15,18,2,7,0.1,78.18,25,18,27.25,42,0,129.0,2005,2
8,27,11,8,9,15,41,2,19,0.1,78.18,80,1,10.5,85,0,257.6,2005,2
1,41,23,12,1,40,24,3,10,0.0,27.16,5,100,4.33,20,0,2.15,2005,2
2,41,23,12,1,40,38,3,18,0.0,27.16,15,4,76.69,17,0,214.65,2005,2
2,41,23,12,1,40,44,3,20,0.0,27.16,9,7,76.81,27,0,86.76,2005,2
1,26,75,7,9,20,2,2,1,0.25,70.25,25,10,19.17,17,40,75.0,2005,2
1,26,75,7,9,20,31,2,14,0.0,70.25,32,20,8.05,0,70,16.64,2005,2
3,26,75,7,9,20,25,2,11,0.25,70.25,7,1,14.42,76,0,24.99,2005,2
3,26,75,7,9,20,26,2,11,0.25,70.25,70,1,31.42,15,0,370.3,2005,2
7,26,75,7,9,20,14,2,6,0.25,70.25,42,21,21.83,35,0,61.74,2005,2
1,6,34,6,8,14,1,2,1,0.15,72.33,8,10,19.53,39,0,33.28,2005,3
5,6,34,6,8,14,56,2,26,0.15,72.33,30,15,41.69,21,10,225.6,2005,3
8,6,34,6,8,14,13,2,6,0.0,72.33,10,25,26.24,24,0,51.3,2005,3
2,11,14,20,7,75,4,2,2,0.05,39.08,15,15,20.21,53,0,13.05,2005,3
2,11,14,20,7,75,72,2,14,0.0,39.08,24,30,11.03,14,0,49.68,2005,3
8,11,14,20,7,75,73,2,17,0.05,39.08,24,100,1.02,101,0,3.12,2005,3
3,28,17,6,8,17,21,2,8,0.0,54.18,15,1,10.91,3,40,31.95,2005,3
3,28,17,6,8,17,33,2,15,0.0,54.18,15,25,27.64,112,0,111.6,2005,3
3,28,17,6,8,17,49,2,23,0.0,54.18,6,1,20.9,10,60,32.82,2005,3
8,28,17,6,8,17,13,2,6,0.0,54.18,8,25,24.89,24,0,30.24,2005,3
2,27,11,8,3,15,53,2,24,0.0,44.7,40,6,62.79,0,0,416.4,2005,3
5,27,11,8,3,15,52,2,24,0.2,44.7,20,14,82.65,38,0,236.8,2005,3
6,27,11,8,3,15,45,2,21,0.2,44.7,15,100,8.7,5,70,3.9,2005,3
1,28,17,6,8,17,1,2,1,0.2,71.59,45,10,19.72,39,0,195.75,2005,3
2,28,17,6,8,17,53,2,24,0.2,71.59,36,6,60.96,0,0,308.88,2005,3
8,28,17,6,8,17,40,2,19,0.2,71.59,40,1,17.22,123,0,35.2,2005,3
8,20,80,0,4,36,36,1,17,0.0,72.37,30,20,7.31,112,0,25.8,2005,3
8,20,80,0,4,36,40,1,19,0.1,72.37,15,1,18.46,123,0,31.8,2005,3
3,48,12,16,1,62,68,3,8,0.0,60.66,3,1,12.82,6,10,9.45,2005,4
3,48,12,16,1,62,62,3,29,0.0,60.66,10,30,27.27,17,0,18.8,2005,4
1,52,29,4,9,6,24,2,10,0.1,75.44,35,100,4.22,20,0,11.2,2005,4
1,52,29,4,9,6,71,2,15,0.1,75.44,9,10,27.71,26,0,10.98,2005,4
2,52,29,4,9,6,65,2,2,0.1,75.44,36,40,9.25,76,0,20.52,2005,4
2,52,29,4,9,6,38,2,18,0.1,75.44,4,4,77.46,17,0,60.32,2005,4
1,9,20,6,3,18,11,2,5,0.05,30.09,15,25,28.21,22,30,106.65,2005,4
3,9,20,6,3,18,54,2,25,0.05,30.09,24,24,32.62,21,0,56.4,2005,4
2,48,12,16,1,62,67,3,16,0.0,66.34,7,26,64.8,52,0,130.9,2005,4
7,48,12,16,1,62,28,3,12,0.0,66.34,7,1,43.45,26,0,46.48,2005,4
1,14,10,16,1,67,11,3,5,0.0,36.41,10,25,26.37,22,30,52.7,2005,4
3,32,87,18,6,44,62,1,29,0.0,38.95,70,30,29.33,17,0,275.8,2005,4
8,32,87,18,6,44,41,1,19,0.0,38.95,10,1,8.96,85,0,16.8,2005,4
3,18,81,0,4,53,16,1,7,0.15,26.43,21,24,10.15,29,0,59.22,2005,4
6,18,81,0,4,53,48,1,22,0.15,26.43,70,25,31.83,15,70,243.6,2005,4
2,32,87,18,6,44,53,1,24,0.0,77.38,18,6,56.33,0,0,71.1,2005,5
5,32,87,18,6,44,52,1,24,0.0,77.38,30,14,85.14,38,0,429.9,2005,5
6,32,87,18,6,44,47,1,22,0.0,77.38,25,14,24.76,36,0,66.0,2005,5
6,32,87,18,6,44,51,1,24,0.0,77.38,20,10,91.43,20,0,173.8,2005,5
8,32,87,18,6,44,73,1,17,0.0,77.38,3,100,0.99,101,0,0.3,2005,5
3,44,58,6,8,55,62,2,29,0.25,67.88,15,30,31.2,17,0,87.15,2005,5
8,44,58,6,8,55,30,2,13,0.0,67.88,20,1,25.62,10,0,58.2,2005,5
1,69,45,16,1,63,71,3,15,0.0,45.69,2,10,28.54,26,0,4.1,2005,5
2,69,45,16,1,63,65,3,2,0.0,45.69,35,40,10.48,76,0,63.0,2005,5
3,69,45,16,1,63,19,3,8,0.0,45.69,40,1,8.53,25,0,45.2,2005,5
3,33,85,18,5,49,54,1,25,0.2,39.15,6,24,35.22,21,0,29.7,2005,5
8,33,85,18,5,49,10,1,4,0.2,39.15,20,20,7.64,31,0,28.8,2005,5
1,27,11,8,9,15,70,2,7,0.0,37.44,6,15,31.09,15,10,36.66,2005,5
3,27,11,8,9,15,59,2,28,0.0,37.44,4,105,8.3,79,0,6.44,2005,5
5,27,11,8,9,15,52,2,24,0.0,37.44,6,14,85.49,38,0,88.08,2005,5
1,53,21,5,3,38,75,2,12,0.0,46.85,30,1,7.16,125,0,16.5,2005,5
3,53,21,5,3,38,69,2,15,0.0,46.85,18,100,1.92,26,0,4.86,2005,5
3,8,65,16,3,57,55,2,25,0.1,27.57,120,20,37.39,115,0,505.2,2005,5
4,8,65,16,3,57,35,2,16,0.0,27.57,30,14,5.45,20,0,8.4,2005,5
1,32,87,18,6,44,11,1,5,0.0,79.13,6,25,26.13,22,30,30.18,2005,5
2,32,87,18,6,44,76,1,23,0.15,79.13,18,2,431.49,57,0,2282.22,2005,5
3,69,45,16,1,63,33,3,15,0.1,45.52,20,25,26.32,112,0,122.4,2005,6
3,69,45,16,1,63,62,3,29,0.1,45.52,10,30,29.12,17,0,37.3,2005,6
5,35,69,1,9,81,52,2,24,0.0,30.63,70,14,81.27,38,0,732.2,2005,6
8,35,69,1,9,81,36,2,17,0.0,30.63,25,20,8.08,112,0,40.75,2005,6
1,42,19,11,1,72,24,3,10,0.1,77.13,25,100,4.43,20,0,13.25,2005,6
5,42,19,11,1,72,64,3,12,0.1,77.13,18,1,35.24,22,80,107.82,2005,6
1,60,31,18,4,47,11,1,5,0.15,51.88,35,25,26.2,22,30,178.5,2005,6
2,60,31,18,4,47,76,1,23,0.0,51.88,10,2,398.63,57,0,939.3,2005,6
8,60,31,18,4,47,18,1,7,0.15,51.88,18,18,26.36,42,0,76.86,2005,6
1,41,64,12,9,39,11,2,5,0.1,47.43,50,25,28.3,22,30,360.0,2005,6
3,41,64,12,9,39,59,2,28,0.1,47.43,15,105,7.66,79,0,14.55,2005,6
5,41,64,12,9,39,57,2,26,0.1,47.43,5,20,20.38,36,0,21.2,2005,6
8,41,64,12,9,39,40,2,19,0.1,47.43,10,1,19.4,123,0,30.6,2005,6
8,4,43,9,4,54,10,1,4,0.0,78.77,5,20,6.49,31,0,1.45,2005,6
8,33,85,18,4,49,10,1,4,0.05,28.49,20,20,6.6,31,0,8.0,2005,6
2,62,46,18,4,27,76,1,23,0.25,23.12,20,2,361.43,57,0,1134.6,2005,6
3,62,46,18,4,27,55,1,25,0.25,23.12,10,20,36.04,115,0,28.6,2005,6
1,21,88,5,9,35,2,2,1,0.1,42.6,20,10,17.44,17,40,25.4,2005,6
1,21,88,5,9,35,70,2,7,0.1,42.6,60,15,26.8,15,10,109.2,2005,6
2,21,88,5,9,35,3,2,1,0.1,42.6,20,20,21.68,13,70,124.6,2005,6
3,21,88,5,9,35,55,2,25,0.1,42.6,30,20,35.21,115,0,60.9,2005,6
3,3,37,5,9,28,21,2,8,0.25,29.04,40,1,9.86,3,40,43.2,2005,6
3,3,37,5,9,28,55,2,25,0.25,29.04,60,20,35.24,115,0,123.6,2005,6
8,3,37,5,9,28,30,2,13,0.25,29.04,28,1,27.29,10,0,128.24,2005,6
1,53,21,5,9,38,11,2,5,0.0,75.83,5,25,28.38,22,30,36.4,2005,7
2,43,5,6,8,34,44,2,20,0.0,54.79,10,7,68.89,27,0,17.2,2005,7
6,43,5,6,8,34,51,2,24,0.0,54.79,50,10,100.85,20,0,905.5,2005,7
6,53,21,5,9,38,51,2,24,0.0,75.83,25,10,96.85,20,0,352.75,2005,7
7,53,21,5,9,38,74,2,4,0.0,75.83,16,30,27.49,4,20,49.6,2005,7
2,20,80,0,4,36,76,1,23,0.0,41.07,50,2,391.15,57,0,4322.5,2005,7
3,20,80,0,4,36,61,1,29,0.0,41.07,20,20,27.71,113,0,109.4,2005,7
3,32,87,18,6,44,54,1,25,0.0,71.84,6,24,34.09,21,0,22.92,2005,7
3,32,87,18,6,44,62,1,29,0.0,71.84,35,30,31.11,17,0,200.2,2005,7
4,20,80,0,4,36,43,1,20,0.0,41.07,25,1,10.91,17,10,10.75,2005,7
6,20,80,0,4,36,17,1,7,0.0,41.07,40,36,24.2,0,0,194.0,2005,7
8,32,87,18,6,44,37,1,17,0.0,71.84,10,21,3.92,11,50,4.9,2005,7
1,24,6,16,1,65,71,3,15,0.0,35.9,60,10,30.39,26,0,234.0,2005,7
2,24,6,16,1,65,65,3,2,0.0,35.9,20,40,9.06,76,0,7.6,2005,7
5,24,6,16,1,65,56,3,26,0.0,35.9,70,15,40.06,21,10,412.3,2005,7
8,24,6,16,1,65,30,3,13,0.0,35.9,18,1,26.07,10,0,60.48,2005,7
3,64,7,6,7,46,54,2,25,0.2,61.57,10,24,36.95,21,0,66.8,2005,7
8,64,7,6,7,46,30,2,13,0.0,61.57,10,1,26.31,10,0,36.0,2005,7
8,64,7,6,7,46,40,2,19,0.2,61.57,10,1,18.48,123,0,21.4,2005,7
1,35,69,1,3,81,31,2,14,0.15,34.69,35,20,9.31,0,70,62.3,2005,7
2,35,69,1,3,81,66,2,2,0.15,34.69,60,15,17.24,4,100,39.6,2005,7
2,35,69,1,3,81,76,2,23,0.15,34.69,42,2,414.95,57,0,4630.5,2005,7
1,62,46,18,5,27,1,1,1,0.0,64.69,24,10,21.01,39,0,135.36,2005,7
2,62,46,18,5,27,76,1,23,0.0,64.69,14,2,414.96,57,0,1543.64,2005,7
3,62,46,18,5,27,62,1,29,0.0,64.69,40,30,30.37,17,0,199.2,2005,7
2,69,45,16,1,63,53,3,24,0.0,22.48,10,6,55.32,0,0,29.4,2005,7
3,69,45,16,1,63,19,3,8,0.0,22.48,20,1,9.38,25,0,39.6,2005,7
5,69,45,16,1,63,57,3,26,0.0,22.48,20,20,18.74,36,0,52.0,2005,7
2,15,53,11,1,79,77,3,12,0.0,46.62,5,1,13.12,32,0,10.85,2005,7
5,15,53,11,1,79,23,3,9,0.0,46.62,10,100,8.33,61,0,9.0,2005,7
8,15,53,11,1,79,41,3,19,0.0,46.62,20,1,10.22,85,0,58.8,2005,7
3,27,11,8,9,15,60,2,28,0.05,43.11,10,53,5.11,19,0,6.7,2005,7
5,27,11,8,9,15,56,2,26,0.0,43.11,40,15,40.73,21,10,262.4,2005,7
8,27,11,8,9,15,10,2,4,0.05,43.11,16,20,7.55,31,0,21.6,2005,7
2,28,17,6,7,17,65,2,2,0.1,51.42,28,40,10.66,76,0,55.44,2005,7
2,28,17,6,7,17,77,2,12,0.1,51.42,55,1,12.51,32,0,85.8,2005,7
3,28,17,6,7,17,55,2,25,0.1,51.42,120,20,40.03,115,0,822.0,2005,7
5,28,17,6,7,17,64,2,12,0.1,51.42,35,1,35.94,22,80,234.15,2005,7
8,0,22,6,8,43,13,2,6,0.0,38.41,18,25,23.12,24,0,36.18,2005,7
3,20,80,0,4,36,69,1,15,0.0,75.33,50,100,2.09,26,0,22.0,2005,7
3,68,70,16,1,64,62,3,29,0.0,31.84,10,30,26.67,17,0,12.8,2005,7
8,68,70,16,1,64,13,3,6,0.0,31.84,10,25,27.04,24,0,59.3,2005,7
2,53,21,5,3,38,53,2,24,0.1,51.87,70,6,66.36,0,0,978.6,2005,7
3,53,21,5,3,38,69,2,15,0.0,51.87,8,100,1.87,26,0,1.76,2005,7
8,53,21,5,3,38,46,2,21,0.1,51.87,28,40,11.62,95,0,71.4,2005,7
1,35,69,1,2,81,24,2,10,0.15,49.18,15,100,4.52,20,0,9.3,2005,8
3,35,69,1,2,81,55,2,25,0.15,49.18,21,20,40.76,115,0,159.18,2005,8
7,35,69,1,2,81,74,2,4,0.0,49.18,21,30,29.4,4,20,105.21,2005,8
1,20,80,0,4,36,24,1,10,0.2,37.63,35,100,4.92,20,0,35.7,2005,8
2,20,80,0,4,36,65,1,2,0.2,37.63,12,40,9.48,76,0,9.6,2005,8
5,20,80,0,4,36,57,1,26,0.0,37.63,20,20,18.18,36,0,40.8,2005,8
2,36,42,20,9,76,39,2,18,0.0,31.84,6,3,58.57,69,0,62.4,2005,8
3,36,42,20,9,76,54,2,25,0.0,31.84,15,24,35.32,21,0,75.75,2005,8
1,64,7,6,8,46,31,2,14,0.2,30.02,35,20,8.53,0,70,35.0,2005,8
2,64,7,6,8,46,76,2,23,0.0,30.02,30,2,374.33,57,0,2088.9,2005,8
1,28,17,6,7,17,2,2,1,0.0,64.34,60,10,19.41,17,40,194.4,2005,8
3,28,17,6,7,17,61,2,29,0.0,64.34,16,20,24.3,113,0,32.96,2005,8
6,28,17,6,7,17,47,2,22,0.0,64.34,55,14,25.65,36,0,194.15,2005,8
7,28,17,6,7,17,74,2,4,0.0,64.34,15,30,30.91,4,20,97.8,2005,8
1,67,4,6,7,50,31,2,14,0.0,43.26,30,20,9.22,0,70,50.7,2005,8
3,67,4,6,7,50,69,2,15,0.0,43.26,20,100,2.05,26,0,8.0,2005,8
3,67,4,6,7,50,55,2,25,0.0,43.26,12,20,40.65,115,0,89.64,2005,8
1,35,69,1,9,81,70,2,7,0.0,59.24,30,15,27.96,15,10,89.4,2005,8
3,64,7,6,7,46,69,2,15,0.05,67.45,20,100,1.87,26,0,4.4,2005,8
3,64,7,6,7,46,60,2,28,0.05,67.45,60,53,4.59,19,0,9.0,2005,8
3,35,69,1,9,81,55,2,25,0.0,59.24,15,20,37.49,115,0,64.65,2005,8
3,35,69,1,9,81,62,2,29,0.0,59.24,20,30,31.68,17,0,125.8,2005,8
8,35,69,1,9,81,10,2,4,0.0,59.24,16,20,6.33,31,0,2.08,2005,8
3,27,11,8,9,15,33,2,15,0.0,76.87,30,25,25.2,112,0,150.0,2005,8
3,27,11,8,9,15,54,2,25,0.0,76.87,30,24,35.81,21,0,166.2,2005,8
4,27,11,8,9,15,12,2,5,0.0,76.87,100,20,9.6,86,0,168.0,2005,8
8,27,11,8,9,15,41,2,19,0.0,76.87,120,1,10.13,85,0,342.0,2005,8
1,69,45,16,1,63,70,3,7,0.0,33.57,40,15,30.75,15,10,230.8,2005,8
3,69,45,16,1,63,26,3,11,0.0,33.57,20,1,28.87,15,0,54.8,2005,8
5,69,45,16,1,63,52,3,24,0.0,33.57,60,14,76.32,38,0,330.6,2005,8
2,41,23,12,1,40,76,3,23,0.0,54.41,30,2,403.97,57,0,2978.1,2005,8
6,41,23,12,1,40,17,3,7,0.0,54.41,8,36,26.23,0,0,55.04,2005,8
7,41,23,12,1,40,28,3,12,0.0,54.41,14,1,48.77,26,0,167.44,2005,8
5,36,42,20,9,76,52,2,24,0.0,45.37,25,14,85.9,38,0,377.25,2005,9
7,36,42,20,9,76,14,2,6,0.0,45.37,16,21,21.77,35,0,22.56,2005,9
7,36,42,20,9,76,28,2,12,0.0,45.37,20,1,49.94,26,0,262.6,2005,9
1,15,53,11,1,79,24,3,10,0.0,79.96,5,100,4.41,20,0,2.55,2005,9
5,15,53,11,1,79,52,3,24,0.0,79.96,5,14,83.08,38,0,61.35,2005,9
2,43,5,6,7,34,53,2,24,0.0,54.75,15,6,58.17,0,0,86.85,2005,9
1,60,31,18,5,47,75,1,12,0.1,77.37,24,1,7.18,125,0,13.68,2005,9
5,60,31,18,5,47,64,1,12,0.1,77.37,30,1,36.34,22,80,212.7,2005,9
5,60,31,18,5,47,56,1,26,0.1,77.37,40,15,37.76,21,10,143.6,2005,9
8,60,31,18,5,47,46,1,21,0.0,77.37,5,40,12.85,95,0,18.9,2005,9
1,67,4,6,8,50,31,2,14,0.1,22.86,8,20,8.17,0,70,5.12,2005,10
3,67,4,6,8,50,55,2,25,0.1,22.86,4,20,41.2,115,0,32.08,2005,10
5,67,4,6,8,50,64,2,12,0.1,22.86,15,1,36.17,22,80,103.8,2005,10
1,27,11,8,3,15,71,2,15,0.0,71.58,3,10,29.76,26,0,9.81,2005,10
2,27,11,8,3,15,4,2,2,0.0,71.58,20,15,21.64,53,0,46.0,2005,10
2,27,11,8,3,15,6,2,3,0.0,71.58,30,50,3.69,120,0,14.4,2005,10
4,27,11,8,3,15,43,2,20,0.0,71.58,20,1,11.87,17,10,27.8,2005,10
5,27,11,8,3,15,42,2,20,0.0,71.58,2,1,13.62,26,0,5.34,2005,10
2,35,69,1,3,81,76,2,23,0.0,66.44,80,2,400.94,57,0,7699.2,2005,10
3,35,69,1,3,81,49,2,23,0.0,66.44,18,1,18.0,10,60,46.26,2005,10
3,35,69,1,3,81,60,2,28,0.0,66.44,40,53,4.57,19,0,5.2,2005,10
8,35,69,1,3,81,10,2,4,0.0,66.44,70,20,7.1,31,0,63.0,2005,10
8,35,69,1,3,81,36,2,17,0.0,66.44,55,20,7.29,112,0,46.2,2005,10
3,64,7,6,7,46,21,2,8,0.0,68.53,50,1,10.26,3,40,74.0,2005,10
3,64,7,6,7,46,59,2,28,0.2,68.53,70,105,8.56,79,0,130.9,2005,10
5,64,7,6,7,46,56,2,26,0.0,68.53,30,15,36.25,21,10,62.4,2005,10
6,64,7,6,7,46,17,2,7,0.2,68.53,45,36,22.54,0,0,143.55,2005,10
1,43,5,6,7,34,71,2,15,0.0,43.68,30,10,27.66,26,0,35.1,2005,10
2,43,5,6,7,34,77,2,12,0.0,43.68,14,1,12.01,32,0,14.84,2005,10
2,43,5,6,7,34,76,2,23,0.0,43.68,35,2,381.91,57,0,2702.35,2005,10
3,43,5,6,7,34,68,2,8,0.0,43.68,60,1,13.24,6,10,214.2,2005,10
2,36,42,20,3,76,4,2,2,0.1,61.64,12,15,22.47,53,0,37.56,2005,10
2,36,42,20,3,76,39,2,18,0.1,61.64,20,3,63.54,69,0,307.4,2005,10
3,36,42,20,3,76,54,2,25,0.1,61.64,6,24,32.25,21,0,11.88,2005,10
1,54,13,4,2,7,1,2,1,0.0,73.88,10,10,19.76,39,0,43.9,2005,11
3,54,13,4,2,7,21,2,8,0.1,73.88,30,1,10.51,3,40,51.9,2005,11
7,54,13,4,2,7,28,2,12,0.1,73.88,42,1,47.34,26,0,442.26,2005,11
8,54,13,4,2,7,36,2,17,0.1,73.88,5,20,7.88,112,0,7.15,2005,11
8,54,13,4,2,7,40,2,19,0.1,73.88,2,1,18.93,123,0,5.18,2005,11
1,20,80,0,5,36,31,1,14,0.0,48.05,50,20,8.46,0,70,46.5,2005,11
1,20,80,0,5,36,71,1,15,0.0,48.05,12,10,31.76,26,0,63.24,2005,11
3,20,80,0,5,36,60,1,28,0.0,48.05,15,53,4.59,19,0,2.25,2005,11
5,20,80,0,5,36,22,1,9,0.0,48.05,4,90,3.42,104,0,3.08,2005,11
1,41,23,12,1,40,71,3,15,0.0,69.84,2,10,29.76,26,0,6.54,2005,11
3,41,23,12,1,40,49,3,23,0.0,69.84,30,1,19.79,10,60,130.8,2005,11
3,41,23,12,1,40,59,3,28,0.0,69.84,10,105,7.91,79,0,12.2,2005,11
2,27,11,8,3,15,3,2,1,0.0,37.65,20,20,19.7,13,70,85.0,2005,11
2,27,11,8,3,15,72,2,14,0.0,37.65,35,30,11.25,14,0,80.15,2005,11
3,27,11,8,3,15,60,2,28,0.0,37.65,50,53,5.35,19,0,45.5,2005,11
3,32,87,18,6,44,26,1,11,0.15,40.81,35,1,31.91,15,0,202.3,2005,11
3,32,87,18,6,44,62,1,29,0.15,40.81,80,30,29.0,17,0,288.8,2005,11
4,32,87,18,6,44,12,1,5,0.15,40.81,36,20,9.74,86,0,65.52,2005,11
8,32,87,18,6,44,13,1,6,0.15,40.81,13,25,24.16,24,0,39.65,2005,11
3,6,34,6,8,14,59,2,28,0.15,77.41,25,105,9.05,79,0,59.0,2005,11
6,6,34,6,8,14,45,2,21,0.15,77.41,40,100,8.82,5,70,15.2,2005,11
7,6,34,6,8,14,14,2,6,0.15,77.41,5,21,21.77,35,0,7.05,2005,11
1,27,11,8,9,15,2,2,1,0.2,46.91,7,10,19.51,17,40,23.38,2005,11
1,27,11,8,9,15,31,2,14,0.2,46.91,25,20,8.48,0,70,23.75,2005,11
4,27,11,8,9,15,32,2,14,0.2,46.91,6,30,18.64,9,40,21.12,2005,11
6,27,11,8,9,15,51,2,24,0.2,46.91,48,10,104.29,20,0,1034.4,2005,11
1,27,11,8,3,15,75,2,12,0.0,76.68,10,1,7.63,125,0,10.2,2005,11
2,27,11,8,3,15,53,2,24,0.0,76.68,20,6,63.23,0,0,217.0,2005,11
4,27,11,8,3,15,43,2,20,0.0,76.68,24,1,13.11,17,10,63.12,2005,11
7,27,11,8,3,15,28,2,12,0.0,76.68,4,1,49.17,26,0,49.44,2005,11
2,57,61,16,2,66,77,2,12,0.05,36.66,30,1,14.07,32,0,93.6,2005,11
3,12,76,2,2,9,21,2,8,0.0,61.82,5,1,9.74,3,40,4.8,2005,11
3,12,76,2,2,9,61,2,29,0.0,61.82,10,20,25.57,113,0,33.3,2005,11
4,57,61,16,2,66,34,2,16,0.05,36.66,35,12,8.0,111,0,43.4,2005,11
6,12,76,2,2,9,51,2,24,0.0,61.82,7,10,104.36,20,0,151.34,2005,11
3,26,75,7,3,20,62,2,29,0.1,49.41,25,30,31.43,17,0,151.0,2005,11
4,26,75,7,3,20,32,2,14,0.1,49.41,40,30,19.88,9,40,190.4,2005,11
8,26,75,7,3,20,58,2,27,0.1,49.41,30,20,43.97,62,0,204.0,2005,11
3,69,45,16,1,63,68,3,8,0.2,75.84,6,1,11.6,6,10,11.58,2005,11
3,69,45,16,1,63,69,3,15,0.2,75.84,20,100,2.15,26,0,10.0,2005,11
8,69,45,16,1,63,18,3,7,0.2,75.84,21,18,25.54,42,0,72.45,2005,11
8,69,45,16,1,63,36,3,17,0.2,75.84,20,20,7.41,112,0,19.2,2005,11
3,9,20,6,3,18,16,2,7,0.0,31.17,20,24,9.07,29,0,34.8,2005,11
3,9,20,6,3,18,62,2,29,0.0,31.17,20,30,30.16,17,0,95.4,2005,11
3,6,34,6,7,14,59,2,28,0.0,60.34,7,105,7.82,79,0,7.91,2005,11
